code,title,sense,original,max_similarity,avg_similarity
45-3031,wild oyster harvester,wild.s.04 oyster.n.03 harvester.n.02,wild_oyster_harvester,1.0,1.0
45-3031,crabber,,crabber,1.0,1.0
45-3031,crab fisher,crab_louse.n.01 fisherman.n.01,crab_fisher,1.0,1.0
45-3031,fisher,fisherman.n.01,fisher,7.087228813609446e-05,4.2317696548652045e-06
45-3031,exterminator,exterminator.n.01,exterminator,0.00035955851264185426,5.756697020215866e-05
45-3031,sprayer,sprayer.n.01,sprayer,0.0003494998929696576,5.6764864258891233e-05
45-3031,stacker,stacker.n.01,stacker,0.003792495097320875,0.0004086495179592855
45-3031,loader,stevedore.n.01,loader,3.4876407795690635e-06,7.651062574162852e-07
45-3031,dockworker,stevedore.n.01,dockworker,0.24180536400244204,0.012745601133673146
45-3031,longshoreman,stevedore.n.01,longshoreman,0.004556660891549018,0.000271192201417963
45-3031,lumper,stevedore.n.01,lumper,0.00024093133590774967,4.943336168616314e-05
45-3031,dock worker,stevedore.n.01,dock_worker,0.4618347237792778,0.024583227314216305
45-3031,stoker,stoker.n.02,stoker,6.13527391476256e-05,1.2614496028305417e-05
45-3031,fireman,stoker.n.02,fireman,0.0005233477554362099,6.597924494445994e-05
45-3031,woodcutter,woodcutter.n.01,woodcutter,0.027998221229672274,0.0016999795419254393
45-3031,yardman,yardman.n.02,yardman,9.552282093730164e-09,2.9072654522600653e-09
45-3031,trawler,trawler.n.01,trawler,0.000831729062154526,9.588916948116417e-05
45-3031,bounty hunter,bounty_hunter.n.02,bounty_hunter,0.009076603839045209,0.0010969136501502667
45-3031,duck hunter,duck_hunter.n.01,duck_hunter,0.024757573054760756,0.0014969355019741675
45-3031,hawker,falconer.n.01,hawker,0.0010091698085458926,5.5900377357153226e-05
45-3031,falconer,falconer.n.01,falconer,2.826678254663225e-05,1.9772478313934026e-06
45-3031,fowler,fowler.n.02,fowler,2.008745224083273e-05,1.0874979742160227e-06
45-3031,snarer,snarer.n.01,snarer,1.1942964729241514e-05,1.7166553267002146e-06
45-3031,stalker,stalker.n.02,stalker,1.4063390351448748e-06,1.5958566055961868e-07
45-3031,tracker,tracker.n.01,tracker,8.860602480784476e-11,7.344766276296299e-12
45-3031,terminator,exterminator.n.01,terminator,8.60753538452383e-05,5.336504944196316e-06
45-3031,rail - splitter,rail-splitter.n.01,rail-splitter,0.0007155786036735176,7.19756109042445e-05
45-3031,porter,porter.n.01,porter,0.0002657053075906955,1.661761143564391e-05
45-3031,commercial fisher,commercial.s.03 fisherman.n.01,commercial_fisher,1.0,1.0
45-3031,platelayer,platelayer.n.01,platelayer,0.0035277336998797986,0.00022068461314861992
45-3031,tracklayer,platelayer.n.01,tracklayer,1.1003810599254718e-07,6.734197567603176e-09
45-3031,hunter,hunter.n.01,hunter,6.800426253955625e-05,4.150452585004883e-06
45-3031,agricultural laborer,agricultural_laborer.n.01,agricultural_laborer,0.012521391749580566,0.0006878254219767256
45-3031,agricultural labourer,agricultural_laborer.n.01,agricultural_labourer,0.001504615516923016,0.00013891904990839433
45-3031,bracero,bracero.n.01,bracero,5.274050537462494e-05,4.982805319779228e-06
45-3031,cleaner,cleaner.n.03,cleaner,1.712899335771163e-09,1.4138911463933152e-10
45-3031,day laborer,day_laborer.n.01,day_laborer,0.3182835696354165,0.01679908575452312
45-3031,day labourer,day_laborer.n.01,day_labourer,0.08343030683406064,0.004521205958817912
45-3031,digger,digger.n.01,digger,5.017272295186708e-07,4.473166256667652e-08
45-3031,dishwasher,dishwasher.n.02,dishwasher,0.00012069492032996235,1.7429271253561064e-05
45-3031,huntsman,hunter.n.01,huntsman,0.0002116846835769196,2.738836094639965e-05
45-3031,gravedigger,gravedigger.n.01,gravedigger,0.012789953151867936,0.0014487991682374571
45-3031,hewer,hewer.n.01,hewer,1.065014289535309e-06,2.34714946352859e-07
45-3031,hodman,hod_carrier.n.01,hodman,0.0006259517825004862,3.3462595238757365e-05
45-3031,lumberman,lumberman.n.01,lumberman,0.003600571250564389,0.0002559318305643548
45-3031,feller,lumberman.n.01,feller,0.006369126862279298,0.0005348600859485956
45-3031,mineworker,miner.n.01,mineworker,0.00520728522586686,0.00038345928324193663
45-3031,miner,miner.n.01,miner,0.0025301423765538037,0.00020894593370809133
45-3031,mule skinner,muleteer.n.01,mule_skinner,0.006137689333581371,0.0007538947543420931
45-3031,mule driver,muleteer.n.01,mule_driver,0.01616397046968907,0.002622761562057989
45-3031,muleteer,muleteer.n.01,muleteer,0.00044217768215548935,6.37924857746172e-05
45-3031,gandy dancer,gandy_dancer.n.01,gandy_dancer,0.00476625005949519,0.0009718301670370428
45-4011,agricultural labourer,agricultural_laborer.n.01,agricultural_labourer,0.06590971070187815,0.008694977102098416
45-4011,agricultural laborer,agricultural_laborer.n.01,agricultural_laborer,0.5793572388442112,0.06465611942795901
45-4011,aide,aide.n.02,aide,5.433882147037064e-08,1.0028615014149847e-08
45-4011,labourer,laborer.n.01,labourer,0.10660236945106186,0.013300171308096248
45-4011,tugger,puller.n.02,tugger,0.00013438884180869685,4.7110534257728153e-05
45-4011,laborer,laborer.n.01,laborer,0.37035431349999215,0.041413017398530066
45-4011,bracero,bracero.n.01,bracero,9.35169703280082e-07,3.5547734092566544e-07
45-4011,manual laborer,laborer.n.01,manual_laborer,0.3703723828054121,0.041402723579153644
45-4011,worker,worker.n.03,worker,0.00010795524786557974,2.120567110749701e-05
45-4011,cleaner,cleaner.n.03,cleaner,4.2644847049251794e-10,6.118255014533154e-11
45-4011,gandy dancer,gandy_dancer.n.01,gandy_dancer,0.0005608889003700826,0.0001486619067159679
45-4011,day labourer,day_laborer.n.01,day_labourer,0.03178052855170597,0.0047867389355984715
45-4011,digger,digger.n.01,digger,4.7099265391267715e-09,9.603369178231881e-10
45-4011,dishwasher,dishwasher.n.02,dishwasher,0.00010338134501222572,3.488407516778789e-05
45-4011,gravedigger,gravedigger.n.01,gravedigger,0.001047377094073317,0.0004948345530149073
45-4011,hewer,hewer.n.01,hewer,2.0137526829904943e-06,4.0174017679813003e-07
45-4011,hodman,hod_carrier.n.01,hodman,7.840915267040336e-06,8.792036571677112e-07
45-4011,lumberman,lumberman.n.01,lumberman,0.003301653255591461,0.0003964309536538828
45-4011,feller,lumberman.n.01,feller,0.00017100831113892167,5.778508439812192e-05
45-4011,wetland conservation laborer,wetland.n.01 conservation.n.03 laborer.n.01,wetlands_conservation_laborer,1.0,1.0
45-4011,mineworker,miner.n.01,mineworker,0.00760769450587019,0.00130518220120432
45-4011,day laborer,day_laborer.n.01,day_laborer,0.18856046993181447,0.021367310208783293
45-4011,seedling puller,seedling.n.01 puller.n.02,seedling_puller,1.0,1.0
45-4011,porter,porter.n.01,porter,1.2476877144899895e-06,1.434919931415953e-07
45-4011,rangeland conservation laborer,rangeland.n.01 conservation.n.03 laborer.n.01,rangelands_conservation_laborer,1.0,1.0
45-4011,nurse 's s aide,nursing_aide.n.01,nurse's_aide,9.909013372114767e-06,2.4910223651233865e-06
45-4011,yardman,yardman.n.02,yardman,3.4764318476884124e-08,5.821880955625843e-09
45-4011,woodcutter,woodcutter.n.01,woodcutter,0.003465100876206678,0.0008343053846615495
45-4011,fireman,stoker.n.02,fireman,0.0004194043364424544,7.56004006010192e-05
45-4011,stoker,stoker.n.02,stoker,0.00033690646923376983,4.256989734119907e-05
45-4011,dock worker,stevedore.n.01,dock_worker,0.034637672251029594,0.004377858116870198
45-4011,lumper,stevedore.n.01,lumper,6.0609485757984924e-05,2.253796486639655e-05
45-4011,longshoreman,stevedore.n.01,longshoreman,0.0007831131698928363,9.934913152743194e-05
45-4011,dockworker,stevedore.n.01,dockworker,0.009708192251660627,0.0011363571676688419
45-4011,loader,stevedore.n.01,loader,9.143678132051905e-06,1.5911633447022353e-06
45-4011,stacker,stacker.n.01,stacker,0.0009829383709332004,0.00023055962124562783
45-4011,sprayer,sprayer.n.01,sprayer,0.0008839918707890057,0.00012338384776625042
45-4011,rail - splitter,rail-splitter.n.01,rail-splitter,0.0022341779889764306,0.000264518991583602
45-4011,tracklayer,platelayer.n.01,tracklayer,5.160217508006869e-10,2.0123336483900494e-10
45-4011,platelayer,platelayer.n.01,platelayer,0.00021209126742556235,3.950449148995525e-05
45-4011,muleteer,muleteer.n.01,muleteer,1.5851065025356408e-05,6.461805207969718e-06
45-4011,mule driver,muleteer.n.01,mule_driver,0.014163521597006538,0.002405096138487702
45-4011,forest and conservation worker,forest.n.02 conservation.n.03 worker.n.03,forest_and_conservation_workers,1.0,1.0
45-4011,forest nursery worker,forest.n.02 nursery.n.01 worker.n.03,forest_nursery_worker,1.0,1.0
45-4011,forester aide,forester.n.02 aide.n.02,forester_aide,1.0,1.0
45-4011,forestry laborer,forestry.n.01 laborer.n.01,forestry_laborer,1.0,1.0
45-4011,reforestation worker,reforestation.n.01 worker.n.03,reforestation_worker,1.0,1.0
45-4011,soldier,soldier.n.02,soldier,5.115337260734826e-06,6.848475458007089e-07
45-4011,mule skinner,muleteer.n.01,mule_skinner,0.00027282898358247195,4.737530643379204e-05
45-4011,miner,miner.n.01,miner,7.430899086503418e-05,1.0099804551355287e-05
45-4021,lumberman,lumberman.n.01,lumberman,0.02635572604663756,0.005973416831779672
45-4021,timber cutter,timbre.n.01 tender.n.05,timber_cutter,1.0,1.0
45-4021,timber faller,timbre.n.01 lumberman.n.01,timber_faller,1.0,1.0
45-4021,scorer,scorer.n.02,scorer,4.503449496897356e-09,1.5599868158210697e-09
45-4021,feller,lumberman.n.01,feller,0.29698811016965043,0.05320458008106704
45-4022,log stacker operator,logarithm.n.01 stacker.n.01 operator.n.05,log_stacker_operator,1.0,1.0
45-4022,logging clam bunk operator,log.v.02 dollar.n.02 nonsense.n.01 operator.n.05,logging_clam_bunk_operator,1.0,1.0
45-4022,logging crane operator,log.v.02 grus.n.01 operator.n.05,logging_crane_operator,1.0,1.0
45-4022,logging excavator operator,log.v.02 power_shovel.n.01 operator.n.05,logging_excavator_operator,1.0,1.0
45-4022,logging forwarder operator,log.v.02 forward.a.03 operator.n.05,logging_forwarder_operator,1.0,1.0
45-4022,logging operating engineer,log.v.02 operational.s.04 engineer.n.02,logging_operating_engineer,1.0,1.0
45-4022,logging shovel operator,log.v.02 shovel.n.03 operator.n.05,logging_shovel_operator,1.0,1.0
45-4022,logging slasher operator,log.v.02 slasher.n.02 operator.n.05,logging_slasher_operator,1.0,1.0
45-4022,lumber stacker operator,lumber.n.01 stacker.n.01 operator.n.05,lumber_stacker_operator,1.0,1.0
45-4022,timber harvester operator,timbre.n.01 harvester.n.02 operator.n.05,timber_harvester_operator,1.0,1.0
45-4022,tree crusher operator,tree.n.03 crusher.n.01 operator.n.05,tree_crusher_operator,1.0,1.0
45-4022,engineer,engineer.n.02,engineer,4.2238990438525946e-08,7.891515663941822e-09
45-4022,engine driver,engineer.n.02,engine_driver,0.0043826965825266954,0.0002142055883980456
45-4022,locomotive engineer,engineer.n.02,locomotive_engineer,0.0003146706804466326,2.98955064490589e-05
45-4022,railroad engineer,engineer.n.02,railroad_engineer,0.00017841945959511498,2.331917286169046e-05
45-4022,garbage hauler,garbage_man.n.01,garbage_hauler,0.0485596101596928,0.007623751680116054
45-4022,garbageman,garbage_man.n.01,garbageman,9.250738683663607e-06,1.6396065884804982e-06
45-4022,garbage carter,garbage_man.n.01,garbage_carter,0.00038088112768277024,2.0851989050161867e-05
45-4022,logging tractor operator,log.v.02 tractor.n.02 operator.n.05,logging_tractor_operator,1.0,1.0
45-4022,log processor operator,logarithm.n.01 processor.n.02 operator.n.05,log_processor_operator,1.0,1.0
45-4022,logging cable skidder operator,log.v.02 cable_television.n.01 skidder.n.03 operator.n.05,logging_cable_skidder_operator,1.0,1.0
45-4022,logging equipment operator,log.v.02 equipment.n.01 operator.n.05,logging_equipment_operators,1.0,1.0
45-4022,log loader operator,logarithm.n.01 stevedore.n.01 operator.n.05,log_loader_operator,1.0,1.0
45-4022,combination slasher - loader operator,combination.n.07 operator.n.05,combination_slasher-loader_operator,1.0,1.0
45-4022,delimber operator,operator.n.05,delimber_operator,1.0,1.0
45-4022,tree - shear operator,operator.n.05,tree-shear_operator,1.0,1.0
45-4022,feller operator,lumberman.n.01 operator.n.05,feller_operator,1.0,1.0
45-4022,operator,operator.n.05,operator,3.2272846016369155e-05,2.7075988387610197e-06
45-4022,grapple operator,wrestle.n.01 operator.n.05,grapple_operator,1.0,1.0
45-4022,grapple skidder operator,wrestle.n.01 skidder.n.03 operator.n.05,grapple_skidder_operator,1.0,1.0
45-4022,loader operator,stevedore.n.01 operator.n.05,loader_operator,1.0,1.0
45-4022,log chipper operator,logarithm.n.01 chipper.s.01 operator.n.05,log_chipper_operator,1.0,1.0
45-4022,feller buncher operator,lumberman.n.01 operator.n.05,feller_buncher_operator,1.0,1.0
45-4023,log sorter,logarithm.n.01 sorter.n.02,log_sorter,1.0,1.0
45-4023,statistician,statistician.n.02,statistician,0.034019821023219585,0.005211657063645221
45-4023,actuary,statistician.n.02,actuary,0.0016163036440419065,0.00024885849887444747
45-4023,woolsorter,wool_stapler.n.02,woolsorter,1.8309180604534627e-06,3.1446939773964777e-07
45-4023,estimator,calculator.n.01,estimator,0.12768576299458542,0.018259725795412438
45-4023,scaler,scaler.n.01,scaler,0.0004220790411561686,7.691685171918023e-05
45-4023,timber estimator,timbre.n.01 calculator.n.01,timber_estimator,1.0,1.0
45-4023,log grader and scaler,logarithm.n.01 grader.n.01 scaler.n.01,log_graders_and_scalers,1.0,1.0
45-4029,labourer,laborer.n.01,labourer,0.05305481575589458,0.006652118323077063
45-4029,manual laborer,laborer.n.01,manual_laborer,0.6041241774303757,0.07553505041646119
45-4029,farmhand,farmhand.n.01,farmhand,0.0027905617427122337,0.0003749304007426377
45-4029,laborer,laborer.n.01,laborer,0.3280032817820876,0.041020245049640296
45-4029,slinger,slinger.n.01,slinger,0.01631078457166335,0.0031762758974896877
45-4029,striptease artist,stripper.n.03,striptease_artist,0.00015305813071760644,3.3854272230649554e-05
45-4029,timber hand,timbre.n.01 hired_hand.n.01,timber_hand,1.0,1.0
45-4029,rigging slinger,rig.v.04 slinger.n.01,rigging_slinger,1.0,1.0
45-4029,logging laborer,log.v.02 laborer.n.01,logging_laborer,1.0,1.0
45-4029,"logging worker , all other",log.v.02 worker.n.03,"logging_workers,_all_other",1.0,1.0
45-4029,farm worker,farmhand.n.01,farm_worker,0.01228997796148848,0.0015362994903497925
45-4029,ecdysiast,stripper.n.03,ecdysiast,9.276873375632416e-05,1.3703553008418784e-05
45-4029,herdsman,herder.n.02,herdsman,1.719696263051509e-05,5.286534449849565e-06
45-4029,tracklayer,platelayer.n.01,tracklayer,4.65626561016799e-07,6.033396947805815e-08
45-4029,stableman,stableman.n.01,stableman,8.361711281184942e-10,1.2731977813209766e-10
45-4029,mule driver,muleteer.n.01,mule_driver,0.01618417260500306,0.004144731691278862
45-4029,muleteer,muleteer.n.01,muleteer,0.0006979078714324518,0.00023545667144587976
45-4029,platelayer,platelayer.n.01,platelayer,0.0033014963440083705,0.00048553388730781735
45-4029,porter,porter.n.01,porter,1.5901975886108176e-05,2.0430899548393162e-06
45-4029,rail - splitter,rail-splitter.n.01,rail-splitter,0.10225105328249298,0.013116649512923385
45-4029,sprayer,sprayer.n.01,sprayer,0.018771234206797303,0.002402178737607807
45-4029,stacker,stacker.n.01,stacker,0.05338970018100244,0.007239859008510099
45-4029,mule skinner,muleteer.n.01,mule_skinner,0.022693336112310083,0.0033089233156714335
45-4029,hostler,stableman.n.01,hostler,6.560442236291622e-05,1.2378374157630027e-05
45-4029,longshoreman,stevedore.n.01,longshoreman,0.0005081430697457517,8.288251614282813e-05
45-4029,lumper,stevedore.n.01,lumper,0.0008642735804793276,0.00021170475885168665
45-4029,dock worker,stevedore.n.01,dock_worker,0.1884720234738012,0.023596486574724365
45-4029,stoker,stoker.n.02,stoker,0.00028595721924142204,5.511902801293341e-05
45-4029,fireman,stoker.n.02,fireman,0.00020842267687248172,8.35696783998706e-05
45-4029,yardman,yardman.n.02,yardman,1.9448382940585112e-07,3.4379855749288096e-08
45-4029,woodcutter,woodcutter.n.01,woodcutter,0.0026039263703083915,0.00046845351697615944
45-4029,dockworker,stevedore.n.01,dockworker,0.07874376039040855,0.00984772917649224
45-4029,miner,miner.n.01,miner,0.00023950559628486948,4.984594915043333e-05
45-4029,loader,stevedore.n.01,loader,0.004669554141379304,0.0007161771552265722
45-4029,hodman,hod_carrier.n.01,hodman,1.2348808141442108e-06,1.9578590213514026e-07
45-4029,gandy dancer,gandy_dancer.n.01,gandy_dancer,0.002497114987743024,0.0008276756713707297
45-4029,dishwasher,dishwasher.n.02,dishwasher,0.0001010801894841488,1.7988928104423716e-05
45-4029,lumberman,lumberman.n.01,lumberman,0.001118150525708796,0.00038877893704648803
45-4029,feller,lumberman.n.01,feller,0.0057345949340330965,0.0010961831620824678
45-4029,mineworker,miner.n.01,mineworker,0.016528719403284015,0.0020857388880656065
45-4029,digger,digger.n.01,digger,3.9328790907926014e-07,5.142967243397675e-08
45-4029,hewer,hewer.n.01,hewer,5.376912246662651e-06,7.838224383021661e-07
45-4029,gravedigger,gravedigger.n.01,gravedigger,0.004431917560652064,0.0009954134313820639
45-4029,day laborer,day_laborer.n.01,day_laborer,0.5180237841800807,0.06477043373239005
45-4029,agricultural laborer,agricultural_laborer.n.01,agricultural_laborer,0.4738794158891232,0.0592358375772615
45-4029,stableboy,stableman.n.01,stableboy,1.6703052842429294e-08,2.504228695195498e-09
45-4029,cleaner,cleaner.n.03,cleaner,4.638438406830854e-09,5.927431306064678e-10
45-4029,bracero,bracero.n.01,bracero,0.0002658953722680214,3.494737214325039e-05
45-4029,agricultural labourer,agricultural_laborer.n.01,agricultural_labourer,0.023030471588046896,0.0028798845963670695
45-4029,day labourer,day_laborer.n.01,day_labourer,0.040122575486007214,0.005070440037816776
47-1011,foreman,foreman.n.01,foreman,1.0,1.0
47-1011,electrician supervisor,electrician.n.01 supervisory_program.n.01,electrician_supervisor,1.0,1.0
47-1011,excavating supervisor,excavate.v.04 supervisory_program.n.01,excavating_supervisor,1.0,1.0
47-1011,foreperson,foreperson.n.01,foreperson,1.0,1.0
47-1011,rig supervisor,trailer_truck.n.01 supervisory_program.n.01,rig_supervisor,1.0,1.0
47-1011,roustabout crew leader,deckhand.n.01 gang.n.03 leader.n.01,roustabout_crew_leader,1.0,1.0
47-1011,segmental paving supervisor,segmental.s.01 paving.n.03 supervisory_program.n.01,segmental_paving_supervisor,1.0,1.0
