code,title,sense,original
43-5053,"postal service mail sorter , processor , and processing machine operator",,"postal_service_mail_sorters,_processors,_and_processing_machine_operators"
43-5053,flat sorter operator,,flat_sorter_operator
43-5053,operator,,operator
43-5053,parcel post distribution machine operator,,parcel_post_distribution_machine_operator
43-5053,clerk,,clerk
43-5061,work ticket distributor,,work_ticket_distributor
43-5061,clerk,,clerk
43-5061,mill recorder,,mill_recorder
43-5061,"production , planning , and expediting clerk",,"production,_planning,_and_expediting_clerks"
43-5061,material expediter,,material_expediter
43-5061,production control clerk,,production_control_clerk
43-5061,production control coordinating clerk,,production_control_coordinating_clerk
43-5061,material control clerk,,material_control_clerk
43-5061,coordinator,,coordinator
43-5061,scheduler,,scheduler
43-5061,production control coordinator,,production_control_coordinator
43-5071,warehouse clerk,,warehouse_clerk
43-5071,store receiving clerk,,store_receiving_clerk
43-5071,tool crib attendant,,tool_crib_attendant
43-5071,incoming freight clerk,,incoming_freight_clerk
43-5071,shipping order clerk,,shipping_order_clerk
43-5071,receiving clerk,,receiving_clerk
43-5071,stockroom clerk,,stockroom_clerk
43-5071,inventory control clerk,,inventory_control_clerk
43-5071,clerk,,clerk
43-5071,inventory taker,,inventory_taker
43-5071,freight clerk,,freight_clerk
43-5071,"shipping , receiving , and inventory clerk",,"shipping,_receiving,_and_inventory_clerks"
43-5071,supply room clerk,,supply_room_clerk
43-5071,attendant,,attendant
43-5071,route delivery clerk,,route_delivery_clerk
43-5071,shipping and receiving clerk,,shipping_and_receiving_clerk
43-5071,reconsignment clerk,,reconsignment_clerk
43-5111,operator,,operator
43-5111,weighing station operator,,weighing_station_operator
43-5111,wool sampler,,wool_sampler
43-5111,scale attendant,,scale_attendant
43-5111,warehouse checker,,warehouse_checker
43-5111,clerk,,clerk
43-5111,scale clerk,,scale_clerk
43-5111,"weigher , measurer , checker , and sampler , recordkeeping",,"weighers,_measurers,_checkers,_and_samplers,_recordkeeping"
43-5111,attendant,,attendant
43-5111,freight checker,,freight_checker
43-5111,scale operator,,scale_operator
43-5111,sample checker,,sample_checker
43-6011,executive assistant,,executive_assistant
43-6011,executive secretary and executive administrative assistant,,executive_secretaries_and_executive_administrative_assistants
43-6011,assistant,,assistant
43-6012,legal secretary and administrative assistant,,legal_secretaries_and_administrative_assistants
43-6012,specialist,,specialist
43-6012,accredited legal secretary,,accredited_legal_secretary
43-6012,assistant,,assistant
43-6012,certified legal secretary specialist,,certified_legal_secretary_specialist
43-6012,legal administrative assistant,,legal_administrative_assistant
43-6012,secretary,,secretary
43-6013,secretary,,secretary
43-6013,dental secretary,,dental_secretary
43-6013,medical secretary and administrative assistant,,medical_secretaries_and_administrative_assistants
43-6013,psychiatric secretary,,psychiatric_secretary
43-6013,hospital secretary,,hospital_secretary
43-6014,"secretary and administrative assistant , except legal , medical , and executive",,"secretaries_and_administrative_assistants,_except_legal,_medical,_and_executive"
43-6014,secretary,,secretary
43-6014,office secretary,,office_secretary
43-6014,real estate administrative assistant,,real_estate_administrative_assistant
43-6014,alumni secretary,,alumni_secretary
43-6014,assistant,,assistant
43-6014,personal secretary,,personal_secretary
43-9021,custom entry clerk,,customs_entry_clerk
43-9021,operator,,operator
43-9021,key punch operator,,key_punch_operator
43-9021,clerk,,clerk
43-9021,datum processing clerk,,data_processing_clerk
43-9021,typist,,typist
43-9021,datum keyer,,data_keyer
43-9021,keypuncher,,keypuncher
43-9021,datum input clerk,,data_input_clerk
43-9021,keypunch operator,,keypunch_operator
43-9022,clerk typist,,clerk_typist
43-9022,dictaphone typist,,dictaphone_typist
43-9022,transcription typist,,transcription_typist
43-9022,typist,,typist
43-9022,statistical typist,,statistical_typist
43-9022,word processor and typist,,word_processors_and_typists
43-9031,electronic publisher,,electronic_publisher
43-9031,operator,,operator
43-9031,electronic pagination system operator,,electronic_pagination_system_operator
43-9031,electronic console display operator,,electronic_console_display_operator
43-9031,specialist,,specialist
43-9031,desktop publishing specialist,,desktop_publishing_specialist
43-9031,dtp operator,,dtp_operator
43-9031,publisher,,publisher
43-9031,electronic publishing specialist,,electronic_publishing_specialist
43-9031,publisher,,publishers
43-9041,insurance examining clerk,,insurance_examining_clerk
43-9041,assistant,,assistant
43-9041,clerk,,clerk
43-9041,insurance claim and policy processing clerk,,insurance_claims_and_policy_processing_clerks
43-9041,insurance policy issue clerk,,insurance_policy_issue_clerk
43-9041,insurance clerk,,insurance_clerk
43-9041,insurance claim clerk,,insurance_claims_clerk
43-9041,underwriting assistant,,underwriting_assistant
43-9041,underwriting clerk,,underwriting_clerk
43-9051,direct mail clerk,,direct_mail_clerk
43-9051,mailroom clerk,,mailroom_clerk
43-9051,packaging clerk,,packaging_clerk
43-9051,clerk,,clerk
43-9051,"mail clerk and mail machine operator , except postal service",,"mail_clerks_and_mail_machine_operators,_except_postal_service"
43-9061,office assistant,,office_assistant
43-9061,assistant,,assistant
43-9061,administrative clerk,,administrative_clerk
43-9061,clerk,,clerk
43-9061,real estate clerk,,real_estate_clerk
43-9061,office clerk,,office_clerk
43-9061,"office clerk , general",,"office_clerks,_general"
43-9071,busines machine operator,,business_machine_operator
43-9071,collator operator,,collator_operator
43-9071,operator,,operators
43-9071,scanning equipment operator,,scanning_equipment_operators
43-9071,"office machine operator , except computer",,"office_machine_operators,_except_computer"
43-9071,duplicating machine operator,,duplicating_machine_operator
43-9071,copy machine operator,,copy_machine_operator
43-9071,coin machine operator,,coin_machine_operator
43-9071,coin wrapping machine operator,,coin_wrapping_machine_operator
43-9071,coin rolling machine operator,,coin_rolling_machine_operator
43-9071,operator,,operator
43-9081,copy reader,,copy_reader
43-9081,proofreader and copy marker,,proofreaders_and_copy_markers
43-9081,clerical proofreader,,clerical_proofreader
43-9081,assistant,,assistant
43-9081,format proofreader,,format_proofreader
43-9081,braille proofreader,,braille_proofreader
43-9081,editorial assistant,,editorial_assistant
43-9081,proofreader,,proofreader
43-9111,actuary clerk,,actuary_clerk
43-9111,assistant,,assistants
43-9111,assistant,,assistant
43-9111,statistical clerk,,statistical_clerk
43-9111,statistical assistant,,statistical_assistants
43-9111,clerk,,clerk
43-9111,datum analysi assistant,,data_analysis_assistant
43-9111,tariff compiling clerk,,tariff_compiling_clerk
43-9111,actuarial assistant,,actuarial_assistant
43-9199,"office and administrative support worker , all other",,"office_and_administrative_support_workers,_all_other"
43-9199,envelope stuffer,,envelope_stuffer
43-9199,notary public,,notary_public
43-9199,fingerprint clerk,,fingerprint_clerk
43-9199,braille transcriber,,braille_transcriber
43-9199,clerk,,clerk
43-9199,newspaper inserter,,newspaper_inserter
43-9199,investigation clerk,,investigation_clerk
45-1011,logging crew supervisor,,logging_crew_supervisor
45-1011,harvest crew supervisor,,harvest_crew_supervisor
45-1011,harvest manager,,harvest_manager
45-1011,cranberry bog supervisor,,cranberry_bog_supervisor
45-1011,farm supervisor,,farm_supervisor
45-1011,fish hatchery supervisor,,fish_hatchery_supervisor
45-1011,picking crew supervisor,,picking_crew_supervisor
45-1011,"first - line supervisor of farming , fishing , and forestry worker",,"first-line_supervisors_of_farming,_fishing,_and_forestry_workers"
45-1011,ranch hand supervisor,,ranch_hand_supervisor
45-1011,aquacultural worker supervisor,,aquacultural_worker_supervisor
45-1011,corn crop supervisor,,corn_crop_supervisor
45-1011,corral bos,,corral_boss
45-1011,animal caretaker supervisor,,animal_caretaker_supervisor
45-1011,planting supervisor,,planting_supervisor
45-1011,feed manager,,feed_manager
45-1011,supervisor,,supervisor
45-2011,grain sampler,,grain_sampler
45-2011,meat and poultry inspector,,meat_and_poultry_inspector
45-2011,inspector,,inspectors
45-2011,cattle inspector,,cattle_inspector
45-2011,cattle examiner,,cattle_examiner
45-2011,tester,,tester
45-2011,agricultural inspector,,agricultural_inspectors
45-2011,wheat inspector,,wheat_inspector
45-2011,inspector,,inspector
45-2021,worker,,worker
45-2021,horse breeder,,horse_breeder
45-2021,cat breeder,,cat_breeder
45-2021,stallion manager,,stallion_manager
45-2021,livestock breeder,,livestock_breeder
45-2021,animal breeder,,animal_breeders
45-2021,equine breeder,,equine_breeder
45-2021,dairy husbandry worker,,dairy_husbandry_worker
45-2041,fruit sorter,,fruit_sorter
45-2041,seed sorter,,seed_sorter
45-2041,potato sorter,,potato_sorter
45-2041,egg grader,,egg_grader
45-2041,strawberry sorter,,strawberry_sorter
45-2041,wool grader,,wool_grader
45-2041,oyster sorter,,oyster_sorter
45-2091,replanting machine operator,,replanting_machine_operator
45-2091,agricultural equipment operator,,agricultural_equipment_operators
45-2091,rake operator,,rake_operator
45-2091,combine driver,,combine_driver
45-2091,operator,,operators
45-2091,cotton ginner,,cotton_ginner
45-2091,feed mixer operator,,feed_mixer_operator
45-2091,operator,,operator
45-2091,cotton picker operator,,cotton_picker_operator
45-2091,hay stacker operator,,hay_stacker_operator
45-2091,farm tractor operator,,farm_tractor_operator
45-2091,hay baler,,hay_baler
45-2091,corn detasseler machine operator,,corn_detasseler_machine_operator
45-2091,combine operator,,combine_operator
45-2091,cane flume chute operator,,cane_flume_chute_operator
45-2091,wheat combine driver,,wheat_combine_driver
45-2091,tractor operator,,tractor_operator
45-2091,custom harvester,,custom_harvester
45-2091,driver,,driver
45-2092,pecan gatherer,,pecan_gatherer
45-2092,pepper picker,,pepper_picker
45-2092,cotton picker,,cotton_picker
45-2092,crop picker,,crop_picker
45-2092,harvest worker,,harvest_worker
45-2092,worker,,worker
45-2092,"farmworker and laborer , crop , nursery , and greenhouse",,"farmworkers_and_laborers,_crop,_nursery,_and_greenhouse"
45-2092,orchard worker,,orchard_worker
45-2092,flower picker,,flower_picker
45-2092,vineyard tender,,vineyard_tender
45-2092,transplanter,,transplanter
45-2093,farrowing worker,,farrowing_worker
45-2093,chicken handler,,chicken_handler
45-2093,worker,,worker
45-2093,laborer,,laborer
45-2093,hatchery worker,,hatchery_worker
45-2093,livestock handler,,livestock_handler
45-2093,poultry debeaker,,poultry_debeaker
45-2093,sheep shearer,,sheep_shearer
45-2093,driver,,driver
45-2093,shearer,,shearer
45-2093,goat herder,,goat_herder
45-2093,barn hand,,barn_hand
45-2093,barn worker,,barn_worker
45-2093,aquaculture worker,,aquaculture_worker
45-2093,egg gatherer,,egg_gatherer
45-2093,shrimp pond laborer,,shrimp_pond_laborer
45-2093,cattle driver,,cattle_driver
45-2099,irrigation worker,,irrigation_worker
45-2099,worker,,worker
45-2099,showman,,showman
45-2099,livestock showman,,livestock_showman
45-2099,"agricultural worker , all other",,"agricultural_workers,_all_other"
45-3031,trapper,,trapper
45-3031,commercial fisher,,commercial_fisher
45-3031,fishing boat captain,,fishing_boat_captain
45-3031,lobster catcher,,lobster_catcher
45-3031,fisher,,fisher
45-3031,laborer,,laborer
45-3031,predatory animal trapper,,predatory_animal_trapper
45-3031,exterminator,,exterminator
45-3031,seaweed harvester,,seaweed_harvester
45-3031,oyster boat laborer,,oyster_boat_laborer
45-3031,hunter,,hunter
45-3031,predatory animal hunter,,predatory_animal_hunter
45-3031,fur trapper,,fur_trapper
45-3031,deer hunter,,deer_hunter
45-3031,wild oyster harvester,,wild_oyster_harvester
45-3031,crab fisher,,crab_fisher
45-3031,operator,,operator
45-3031,captain,,captain
45-3031,crabber,,crabber
45-4011,forest nursery worker,,forest_nursery_worker
45-4011,seedling puller,,seedling_puller
45-4011,laborer,,laborer
45-4011,forest and conservation worker,,forest_and_conservation_workers
45-4011,aide,,aide
45-4011,forester aide,,forester_aide
45-4011,forestry laborer,,forestry_laborer
45-4011,wetland conservation laborer,,wetlands_conservation_laborer
45-4011,reforestation worker,,reforestation_worker
45-4011,rangeland conservation laborer,,rangelands_conservation_laborer
45-4011,worker,,worker
45-4021,timber faller,,timber_faller
45-4021,feller,,feller
45-4021,timber cutter,,timber_cutter
45-4022,logging equipment operator,,logging_equipment_operators
45-4022,logging operating engineer,,logging_operating_engineer
45-4022,logging slasher operator,,logging_slasher_operator
45-4022,logging tractor operator,,logging_tractor_operator
45-4022,grapple skidder operator,,grapple_skidder_operator
45-4022,log stacker operator,,log_stacker_operator
45-4022,log processor operator,,log_processor_operator
45-4022,tree crusher operator,,tree_crusher_operator
45-4022,operator,,operator
45-4022,logging shovel operator,,logging_shovel_operator
45-4022,logging cable skidder operator,,logging_cable_skidder_operator
45-4022,logging forwarder operator,,logging_forwarder_operator
